Species_Latin,match.IOC,synonyms,Species_Common,Treename,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,SearcherID,Evidence_Type,Evidence_Details,Female_Territoriality,Territorial_Period,Territory_Classification,Justification_Summary,References,Other_Notes,Territory_ClassificationYL,Territory_ClassificationEW,IT_project_classification_from_BNA,JPD_notes,PigotTobias_Territoriality,TerritoryType,Territory.Min,Territory.Max
Motacilla samveasnae,33279,Motacilla samveasnae,Mekong Wagtail,Motacilla_samveasnae,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Motacilla aguimp,33276,Motacilla aguimp,African Pied Wagtail,Motacilla_aguimp,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx flavicollis,33284,Macronyx flavicollis,Abyssinian Longclaw,Macronyx_flavicollis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx capensis,33288,Macronyx capensis,Cape Longclaw,Macronyx_capensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus pallidiventris,33405,Anthus pallidiventris;Corydalla pallidiventris,Long-legged Pipit,Anthus_pallidiventris,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus caffer,33450,Anthus caffer;Cinaedium caffrum,Bush Pipit,Anthus_caffer,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus antarcticus,33483,Anthus antarcticus,South Georgia Pipit,Anthus_antarcticus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx aurantiigula,33297,Macronyx aurantiigula,Pangani Longclaw,Macronyx_aurantiigula,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus chacoensis,33476,Anthus chacoensis,Pampas Pipit,Anthus_chacoensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus nilghiriensis,33438,Anthus nilghiriensis,Nilgiri Pipit,Anthus_nilghiriensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus lutescens,33467,Anthus lutescens,Yellowish Pipit,Anthus_lutescens,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Madanga ruficollis,33465,Anthus ruficollis;Madanga ruficollis,Rufous-throated White-eye,Madanga_ruficollis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus sylvanus,33439,Anthus sylvanus;Corydalla sylvana,Upland Pipit,Anthus_sylvanus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx grimwoodi,33302,Macronyx grimwoodi,Grimwood's Longclaw,Macronyx_grimwoodi,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus leucophrys,33395,Anthus leucophrys;Corydalla leucophrys,Plain-backed Pipit,Anthus_leucophrys,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus roseatus,33423,Anthus roseatus,Rosy Pipit,Anthus_roseatus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx ameliae,33298,Macronyx ameliae,Rosy-throated Longclaw,Macronyx_ameliae,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Motacilla madaraspatensis,33281,Motacilla maderaspatensis;Motacilla madaraspatensis,White-browed Wagtail,Motacilla_madaraspatensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx croceus,33292,Macronyx croceus,Yellow-throated Longclaw,Macronyx_croceus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus brachyurus,33447,Anthus brachyurus;Cinaedium brachyurum,Short-tailed Pipit,Anthus_brachyurus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus melindae,33457,Anthus melindae;Corydalla melindae,Malindi Pipit,Anthus_melindae,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus chloris,33460,Anthus chloris;Hemimacronyx chloris,Yellow-breasted Pipit,Anthus_chloris,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus godlewskii,33351,Anthus godlewskii;Corydalla godlewskii,Blyth's Pipit,Anthus_godlewskii,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus rufulus,33309,Anthus rufulus;Corydalla rufula,Paddyfield Pipit,Anthus_rufulus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus vaalensis,33387,Anthus vaalensis;Corydalla vaalensis,Buffy Pipit,Anthus_vaalensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Macronyx fuellebornii,33285,Macronyx fuelleborni;Macronyx fuellebornii;Macronyx füllebornii ,Fuelleborn's Longclaw,Macronyx_fuellebornii,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Dendronanthus indicus,33220,Dendronanthus indicus,Forest Wagtail,Dendronanthus_indicus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus sokokensis,33456,Anthus sokokensis;Cinaedium sokokense,Sokoke Pipit,Anthus_sokokensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus similis,33356,Anthus similis;Corydalla similis,Long-billed Pipit,Anthus_similis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus hoeschi,33348,Anthus hoeschi;Cinaedium hoeschi,Mountain Pipit,Anthus_hoeschi,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus gutturalis,33461,Anthus gutturalis,Alpine Pipit,Anthus_gutturalis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus lineiventris,33443,Anthus lineiventris;Cinaedium lineiventre,Striped Pipit,Anthus_lineiventris,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus longicaudatus,33388,Anthus longicaudatus;                    ,Long-tailed Pipit,Anthus_longicaudatus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Nectarinia cyanolaema,31726,Cyanomitra cyanolaema;Nectarinia cyanolaema,Blue-throated Brown Sunbird,Nectarinia_cyanolaema,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,none,,,
Nectarinia bouvieri,31933,Cinnyris bouvieri;Nectarinia bouvieri,Orange-tufted Sunbird,Nectarinia_bouvieri,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia loveridgei,31904,Cinnyris loveridgei;Nectarinia loveridgei;Anthobaphes loveridgei,Loveridge's Sunbird,Nectarinia_loveridgei,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia bifasciata,31925,Cinnyris bifasciatus;Nectarinia bifasciata;Chalcomitra bifasciata,Purple-banded Sunbird,Nectarinia_bifasciata,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia ursulae,31968,Cinnyris ursulae;Nectarinia ursulae,Ursula's Sunbird,Nectarinia_ursulae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera flavigaster,32145,Arachnothera flavigaster,Spectacled Spiderhunter,Arachnothera_flavigaster,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera chrysogenys,32146,Arachnothera chrysogenys,Yellow-eared Spiderhunter,Arachnothera_chrysogenys,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera juliae,32168,Arachnothera juliae,Whitehead's Spiderhunter,Arachnothera_juliae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia johannae,31945,Cinnyris johannae;Nectarinia johannae,Johanna's Sunbird,Nectarinia_johannae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia comorensis,32025,Cinnyris comorensis;Nectarinia comorensis,Anjouan Sunbird,Nectarinia_comorensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga boltoni,32033,Aethopyga boltoni,Apo Sunbird,Aethopyga_boltoni,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthreptes singalensis,31630,Chalcoparia singalensis;Anthreptes singalensis ,Ruby-cheeked Sunbird,Anthreptes_singalensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia bannermani,31725,Cyanomitra bannermani;Nectarinia bannermani,Bannerman's Sunbird,Nectarinia_bannermani,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia balfouri,31783,Chalcomitra balfouri;Nectarinia balfouri;Cinnyris balfouri   ,Socotra Sunbird,Nectarinia_balfouri,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga siparaja,32093,Aethopyga siparaja,Crimson Sunbird,Aethopyga_siparaja,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthreptes simplex,31652,Anthreptes simplex,Plain Sunbird,Anthreptes_simplex,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga primigenia,32030,Aethopyga primigenia;Aethopyga primigenius,Grey-hooded Sunbird,Aethopyga_primigenia,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia tsavoensis,NA,#VALUE!,Tsavo Sunbird,Nectarinia_tsavoensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera everetti,32160,Arachnothera everetti,Bornean Spiderhunter,Arachnothera_everetti,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga pulcherrima,32045,Aethopyga pulcherrima,Metallic-winged Sunbird,Aethopyga_pulcherrima,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga gouldiae,32061,Aethopyga gouldiae,Gould's Sunbird,Aethopyga_gouldiae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga linaraborae,32038,Aethopyga linaraborae,Lina's Sunbird,Aethopyga_linaraborae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia buettikoferi,32003,Cinnyris buettikoferi;Nectarinia buettikoferi;Cyrtostomus buettikoferi,Apricot-breasted Sunbird,Nectarinia_buettikoferi,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia oustaleti,31954,Cinnyris oustaleti;Nectarinia oustaleti,Oustalet's Sunbird,Nectarinia_oustaleti,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga mystacalis,32112,Aethopyga mystacalis,Scarlet Sunbird,Aethopyga_mystacalis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga shelleyi,32052,Aethopyga shelleyi,Lovely Sunbird,Aethopyga_shelleyi,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia shelleyi,31916,Cinnyris shelleyi;Nectarinia shelleyi;Chalcomitra shelleyi,Shelley's Sunbird,Nectarinia_shelleyi,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia solaris,32004,Cinnyris solaris;Nectarinia solaris;Cyrtostomus solaris,Flame-breasted Sunbird,Nectarinia_solaris,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia aspasia,31803,Leptocoma aspasia;Leptocoma sericea;Nectarinia sericea;Nectarinia aspasia,Black Sunbird,Nectarinia_aspasia,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia superba,31948,Cinnyris superbus;Nectarinia superba,Superb Sunbird,Nectarinia_superba,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera affinis,32158,Arachnothera affinis,Grey-breasted Spiderhunter,Arachnothera_affinis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga christinae,32077,Aethopyga christinae,Fork-tailed Sunbird,Aethopyga_christinae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia fuliginosa,31760,Chalcomitra fuliginosa;Nectarinia fuliginosa ,Carmelite Sunbird,Nectarinia_fuliginosa,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia sperata,31788,Leptocoma sperata;Nectarinia sperata,Purple-throated Sunbird,Nectarinia_sperata,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthreptes malacensis,31653,Anthreptes malacensis,Plain-throated Sunbird,Anthreptes_malacensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera clarae,32149,Arachnothera clarae,Naked-faced Spiderhunter,Arachnothera_clarae,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga bella,32054,Aethopyga bella,Handsome Sunbird,Aethopyga_bella,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia congensis,31920,Cinnyris congensis;Nectarinia congensis;Chalcomitra congensis,Congo Sunbird,Nectarinia_congensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia asiatica,31973,Cinnyris asiaticus;Nectarinia asiatica;Arachnechthra asiatica,Purple Sunbird,Nectarinia_asiatica,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera longirostra,32125,Arachnothera longirostra,Little Spiderhunter,Arachnothera_longirostra,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia notata,32015,Cinnyris notatus;Nectarinia notata;Chalcomitra notata,Long-billed Green Sunbird,Nectarinia_notata,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga duyvenbodei,32051,Aethopyga duyvenbodei,Elegant Sunbird,Aethopyga_duyvenbodei,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia hunteri,31780,Chalcomitra hunteri;Nectarinia hunteri ,Hunter's Sunbird,Nectarinia_hunteri,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia bocagii,31828,Nectarinia bocagii;Chalcomitra bocagii,Bocage's Sunbird,Nectarinia_bocagii,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga ignicauda,32116,Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga_ignicauda,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia rubescens,31763,Chalcomitra rubescens;Nectarinia rubescens ,Green-throated Sunbird,Nectarinia_rubescens,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga eximia,32076,Aethopyga eximia,White-flanked Sunbird,Aethopyga_eximia,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera robusta,32142,Arachnothera robusta,Long-billed Spiderhunter,Arachnothera_robusta,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia rockefelleri,31894,Cinnyris rockefelleri;Nectarinia rockefelleri;Anthobaphes rockefelleri,Rockefeller's Sunbird,Nectarinia_rockefelleri,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera crassirostris,32141,Arachnothera crassirostris,Thick-billed Spiderhunter,Arachnothera_crassirostris,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia nectarinioides,31922,Cinnyris nectarinioides;Nectarinia nectarinioides;Chalcomitra nectarinioides,Black-bellied Sunbird,Nectarinia_nectarinioides,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia oritis,31730,Cyanomitra oritis;Nectarinia oritis,Cameroon Sunbird,Nectarinia_oritis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia adelberti,31757,Chalcomitra adelberti;Nectarinia adelberti ,Buff-throated Sunbird,Nectarinia_adelberti,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia lotenia,32027,Cinnyris lotenius;Nectarinia lotenia;Arachnechthra lotenia,Long-billed Sunbird,Nectarinia_lotenia,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthreptes neglectus,31684,Anthreptes neglectus;Hedydipna neglecta  ,Uluguru Violet-backed Sunbird,Anthreptes_neglectus,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia calcostetha,31827,Leptocoma calcostetha;Nectarinia calcostetha,Copper-throated Sunbird,Nectarinia_calcostetha,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga nipalensis,32066,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga_nipalensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Arachnothera magna,32162,Arachnothera magna,Streaked Spiderhunter,Arachnothera_magna,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga flagrans,32039,Aethopyga flagrans,Flaming Sunbird,Aethopyga_flagrans,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia coquerellii,32026,Cinnyris coquerellii;Nectarinia coquerellii,Mayotte Sunbird,Nectarinia_coquerellii,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia humbloti,32022,Cinnyris humbloti;Nectarinia humbloti,Humblot's Sunbird,Nectarinia_humbloti,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia newtonii,31717,Anabathmis newtonii;Nectarinia newtonii,Newton's Sunbird,Nectarinia_newtonii,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthreptes rhodolaemus,31674,Anthreptes rhodolaemus;Anthreptes rhodolaema ,Red-throated Sunbird,Anthreptes_rhodolaemus,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Hypogramma hypogrammicum,32119,Kurochkinegramma hypogrammicum;Arachnothera hypogrammicum;Arachnothera hypogrammica     ,Purple-naped Sunbird,Hypogramma_hypogrammicum,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Aethopyga saturata,32082,Aethopyga saturata,Black-throated Sunbird,Aethopyga_saturata,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Nectarinia batesi,31969,Cinnyris batesi;Nectarinia batesi;Deleornis batesi ,Bates's Sunbird,Nectarinia_batesi,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,,,,weak,,,
Nectarinia chalcomelas,31931,Cinnyris chalcomelas;Nectarinia chalcomelas;Chalcomitra chalcomelas,Violet-breasted Sunbird,Nectarinia_chalcomelas,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,,,,weak,,,
Nesospingus speculiferus,35065,Nesospingus speculiferus,Puerto Rican Tanager,Nesospingus_speculiferus,Nesospingidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis rostrata,35515,Geothlypis rostrata,Bahama Yellowthroat,Geothlypis_rostrata,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Dendroica vitellina,35641,Setophaga vitellina;Dendroica vitellina,Vitelline Warbler,Dendroica_vitellina,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Dendroica delicata,35652,Setophaga delicata;Dendroica delicata,St Lucia Warbler,Dendroica_delicata,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Parula pitiayumi,35548,Setophaga pitiayumi;Parula pitiayumi   ,Tropical Parula,Parula_pitiayumi,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis velata,35498,Geothlypis velata,Southern Yellowthroat,Geothlypis_velata,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Dendroica chrysoparia,35664,Setophaga chrysoparia;Dendroica chrysoparia,Golden-cheeked Warbler,Dendroica_chrysoparia,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis beldingi,35512,Geothlypis beldingi,Belding's Yellowthroat,Geothlypis_beldingi,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Basileuterus ignotus,35744,Basileuterus ignotus,Pirre Warbler,Basileuterus_ignotus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Basileuterus trifasciatus,35774,Basileuterus trifasciatus,Three-banded Warbler,Basileuterus_trifasciatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Dendroica palmarum,35618,Setophaga palmarum;Dendroica palmarum,Palm Warbler,Dendroica_palmarum,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Basileuterus griseiceps,35726,Myiothlypis griseiceps;Basileuterus griseiceps,Grey-headed Warbler,Basileuterus_griseiceps,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Vermivora crissalis,35476,Leiothlypis crissalis;Oreothlypis crissalis;Vermivora crissalis  ,Colima Warbler,Vermivora_crissalis,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Parula gutturalis,35469,Oreothlypis gutturalis;Parula gutturalis;Vermivora gutturalis  ,Flame-throated Warbler,Parula_gutturalis,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis semiflava,35505,Geothlypis semiflava,Olive-crowned Yellowthroat,Geothlypis_semiflava,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Catharopeza bishopi,35538,Catharopeza bishopi,Whistling Warbler,Catharopeza_bishopi,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Dendroica plumbea,35539,Setophaga plumbea;Dendroica plumbea,Plumbeous Warbler,Dendroica_plumbea,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis speciosa,35509,Geothlypis speciosa,Black-polled Yellowthroat,Geothlypis_speciosa,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
Geothlypis aequinoctialis,35491,Geothlypis aequinoctialis,Masked Yellowthroat,Geothlypis_aequinoctialis,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,,,,,weak,,,
